SYMBOL,GID,GENENAME
CTNNBIP1,104837912,beta-catenin-interacting protein 1
CLSTN1,104838020,calsyntenin-1
PIK3CD,104837915,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X1"
LOC104838021,104838021,uncharacterized protein LOC104838021
TMEM201,104838022,transmembrane protein 201
SLC25A33,104837916,solute carrier family 25 member 33 isoform X1
LOC104837917,104837917,"uncharacterized LOC104837917, transcript variant X2"
SPSB1,104837918,SPRY domain-containing SOCS box protein 1
H6PD,104837919,GDH/6PGL endoplasmic bifunctional protein
GPR157,104837920,probable G-protein coupled receptor 157
LOC104837921,104837921,"solute carrier family 2, facilitated glucose transporter member 5-like"
CA6,104838023,carbonic anhydrase 6
ENO1,104837922,alpha-enolase
RERE,104838024,arginine-glutamic acid dipeptide repeats protein
SAMD11,104838025,sterile alpha motif domain-containing protein 11
NOC2L,104838026,nucleolar complex protein 2 homolog
KLHL17,104837923,kelch-like protein 17
PLEKHN1,104837924,pleckstrin homology domain-containing family N member 1
LOC104838027,104838027,PGC-1 and ERR-induced regulator in muscle protein 1-like
AGRN,104837926,agrin
LOC104837927,104837927,tyrosine-protein phosphatase non-receptor type 11-like isoform X1
RNF223,104838029,RING finger protein 223
LOC104838030,104838030,uncharacterized protein C1orf159 homolog
TTLL10,104838031,inactive polyglycylase TTLL10
TNFRSF18,104837930,tumor necrosis factor receptor superfamily member 18 isoform X1
TNFRSF4,104837929,tumor necrosis factor receptor superfamily member 4
SDF4,104837928,45 kDa calcium-binding protein
B3GALT6,104837931,"beta-1,3-galactosyltransferase 6"
FAM132A,104837934,adipolin isoform X1
UBE2J2,104837933,ubiquitin-conjugating enzyme E2 J2 isoform X1
SCNN1D,104838032,amiloride-sensitive sodium channel subunit delta
ACAP3,104837935,"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3"
PUSL1,104837936,tRNA pseudouridine synthase-like 1
LOC104837937,104837937,uncharacterized LOC104837937
LOC104837938,104837938,lysophosphatidic acid receptor 6-like
CPSF3L,104837942,integrator complex subunit 11
CPTP,104837941,ceramide-1-phosphate transfer protein
LOC104837940,104837940,uncharacterized LOC104837940
LOC104837939,104837939,taste receptor type 1 member 3
DVL1,104837943,segment polarity protein dishevelled homolog DVL-1 isoform X1
MXRA8,104837944,matrix-remodeling-associated protein 8
AURKAIP1,104837945,aurora kinase A-interacting protein
LOC104837946,104837946,uncharacterized oxidoreductase C663.09c-like
CCNL2,104837947,cyclin-L2 isoform X1
MRPL20,104837948,"39S ribosomal protein L20, mitochondrial"
TMEM88B,104837949,transmembrane protein 88B
VWA1,104837950,von Willebrand factor A domain-containing protein 1
ATAD3A,104837951,ATPase family AAA domain-containing protein 3A isoform X1
LOC104837952,104837952,uncharacterized LOC104837952
TMEM240,104837953,transmembrane protein 240
SSU72,104837954,RNA polymerase II subunit A C-terminal domain phosphatase SSU72
LOC104837955,104837955,Golgi integral membrane protein 4-like
MIB2,104837956,E3 ubiquitin-protein ligase MIB2 isoform X1
MMP23B,104837957,matrix metalloproteinase-23 isoform X1
LOC104837962,104837962,cyclin-dependent kinase 11B isoform X1
LOC104837960,104837960,solute carrier family 35 member E2-like
LOC104837959,104837959,uncharacterized protein LOC104837959
NADK,104837958,NAD kinase isoform X1
GNB1,104837963,guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
TMEM52,104837964,transmembrane protein 52
CFAP74,104838033,uncharacterized protein CFAP74
GABRD,104837966,gamma-aminobutyric acid receptor subunit delta isoform X1
PRKCZ,104837967,protein kinase C zeta type isoform X1
SKI,104837968,ski oncogene
LOC104837969,104837969,uncharacterized LOC104837969
RER1,104837971,protein RER1
PEX10,104837970,peroxisome biogenesis factor 10
PLCH2,104838034,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2"
LOC104837973,104837973,probable glutamate receptor
PANK4,104837972,pantothenate kinase 4 isoform X1
ATAT1,104838035,alpha-tubulin N-acetyltransferase 1
LOC104838036,104838036,nodal modulator 3-like
LOC104838037,104838037,uncharacterized LOC104838037
LOC104838038,104838038,uncharacterized LOC104838038
LOC104838039,104838039,pecanex-like protein 3
LOC104838040,104838040,dual specificity tyrosine-phosphorylation-regulated kinase 1B-like
TRIL,104838101,TLR4 interactor with leucine rich repeats
CREB5,104838041,cyclic AMP-responsive element-binding protein 5
JAZF1,104838102,juxtaposed with another zinc finger protein 1
TAX1BP1,104838042,tax1-binding protein 1 isoform X1
HIBADH,104838043,"3-hydroxyisobutyrate dehydrogenase, mitochondrial"
EVX1,104838044,homeobox even-skipped homolog protein 1
HOXA13,104838045,homeobox protein Hox-A13
LOC104838046,104838046,homeobox protein Hox-A11-like
HOXA10,104838047,homeobox protein Hox-A10
HOXA9,104838048,homeobox protein Hox-A9
HOXA7,104838049,homeobox protein Hox-A7
HOXA6,104838051,homeobox protein Hox-A6
HOXA5,104838052,homeobox protein Hox-A5
HOXA4,104838103,homeobox protein Hox-A4
HOXA3,104838053,homeobox protein Hox-A3
HOXA2,104838054,LOW QUALITY PROTEIN: homeobox protein Hox-A2
HOXA1,104838104,homeobox protein Hox-A1
SKAP2,104838105,src kinase-associated phosphoprotein 2
SNX10,104838055,sorting nexin-10 isoform X1
LOC104838056,104838056,uncharacterized LOC104838056
CBX3,104838058,chromobox protein homolog 3 isoform X1
HNRNPA2B1,104838057,heterogeneous nuclear ribonucleoproteins A2/B1 isoform X1
NFE2L3,104838106,LOW QUALITY PROTEIN: nuclear factor erythroid 2-related factor 3
NPVF,104838059,pro-FMRFamide-related neuropeptide VF
LOC104838107,104838107,LOW QUALITY PROTEIN: uncharacterized protein C7orf31 homolog
LOC104838060,104838060,cytochrome c
OSBPL3,104838061,oxysterol-binding protein-related protein 3 isoform X1
DFNA5,104838062,non-syndromic hearing impairment protein 5
MPP6,104838063,MAGUK p55 subfamily member 6 isoform X1
NPY,104838064,pro-neuropeptide Y
STK31,104838109,serine/threonine-protein kinase 31
FAM221A,104838110,protein FAM221A
CCDC126,104838065,coiled-coil domain-containing protein 126
TRA2A,104838067,transformer-2 protein homolog alpha isoform X1
IGF2BP3,104838068,insulin-like growth factor 2 mRNA-binding protein 3 isoform X1
MALSU1,104838111,mitochondrial assembly of ribosomal large subunit protein 1
GPNMB,104838069,transmembrane glycoprotein NMB
NUPL2,104838112,nucleoporin-like protein 2
KLHL7,104838070,kelch-like protein 7 isoform X1
FAM126A,104838071,hyccin
LOC104838072,104838072,uncharacterized LOC104838072
TOMM7,104838074,mitochondrial import receptor subunit TOM7 homolog
IL6,104838075,interleukin-6
RAPGEF5,104838076,LOW QUALITY PROTEIN: rap guanine nucleotide exchange factor 5
CDCA7L,104838077,cell division cycle-associated 7-like protein
DNAH11,104838113,"LOW QUALITY PROTEIN: dynein heavy chain 11, axonemal"
SP4,104838078,transcription factor Sp4
SP8,104838114,transcription factor Sp8
LOC104838079,104838079,multidrug resistance protein 1-like
ITGB8,104838080,integrin beta-8
MACC1,104838115,metastasis-associated in colon cancer protein 1
TMEM196,104838081,transmembrane protein 196 isoform X1
TWISTNB,104838116,DNA-directed RNA polymerase I subunit RPA43
FERD3L,104838082,fer3-like protein
LOC104838117,104838117,twist-related protein 1-like
HDAC9,104838084,histone deacetylase 9 isoform X1
SNX13,104838085,sorting nexin-13 isoform X1
AHR,104838086,aryl hydrocarbon receptor
LOC104838087,104838087,uncharacterized LOC104838087
AGR3,104838088,anterior gradient protein 3 homolog
AGR2,104838089,anterior gradient protein 2 homolog
TSPAN13,104838090,tetraspanin-13
BZW2,104838091,basic leucine zipper and W2 domain-containing protein 2 isoform X1
ANKMY2,104838118,ankyrin repeat and MYND domain-containing protein 2
SOSTDC1,104838093,sclerostin domain-containing protein 1
ISPD,104838094,isoprenoid synthase domain-containing protein
MEOX2,104838095,homeobox protein MOX-2
AGMO,104838120,alkylglycerol monooxygenase
DGKB,104838096,diacylglycerol kinase beta
ETV1,104838097,ETS translocation variant 1 isoform X1
ARL4A,104838098,ADP-ribosylation factor-like protein 4A
SCIN,104838099,adseverin isoform X1
LOC104838121,104838121,carcinoembryonic antigen-related cell adhesion molecule 21-like
LOC104838122,104838122,histone lysine demethylase PHF8-like
TRNAT-UGU,104798222,tRNA-Thr
HHIPL2,104838210,HHIP-like protein 2
TAF1A,104838123,TATA box-binding protein-associated factor RNA polymerase I subunit A
MIA3,104838125,melanoma inhibitory activity protein 3
LOC104838124,104838124,melanoma inhibitory activity protein 3-like
AIDA,104838126,"axin interactor, dorsalization-associated protein isoform X1"
BROX,104838127,BRO1 domain-containing protein BROX isoform X1
DISP1,104838128,protein dispatched homolog 1 isoform X1
TLR5,104838129,toll-like receptor 5
SUSD4,104838211,sushi domain-containing protein 4
LOC104838212,104838212,T-cell activation Rho GTPase-activating protein-like
CAPN8,104838130,calpain-8
CAPN2,104838213,calpain-2 catalytic subunit
TP53BP2,104838131,apoptosis-stimulating of p53 protein 2
FBXO28,104838132,F-box only protein 28
DEGS1,104838135,sphingolipid delta(4)-desaturase DES1
NVL,104838134,nuclear valosin-containing protein-like isoform X1
CNIH4,104838136,protein cornichon homolog 4 isoform X1
WDR26,104838137,WD repeat-containing protein 26 isoform X1
CNIH3,104838138,protein cornichon homolog 3
LBR,104838139,lamin-B receptor
LOC104838214,104838214,proline-rich protein 2-like
ENAH,104838140,protein enabled homolog isoform X1
SRP9,104838141,signal recognition particle 9 kDa protein
EPHX1,104838144,epoxide hydrolase 1
TMEM63A,104838142,CSC1-like protein 1 isoform X1
LOC104838215,104838215,left-right determination factor 2-like
SDE2,104838145,protein SDE2 homolog
H3F3A,104838146,histone H3.3 isoform X1
ACBD3,104838147,Golgi resident protein GCP60 isoform X1
LIN9,104838148,protein lin-9 homolog isoform X1
PARP1,104838149,poly [ADP-ribose] polymerase 1
LOC104838150,104838150,protein stum homolog
ITPKB,104838216,inositol-trisphosphate 3-kinase B
PSEN2,104838151,presenilin-2 isoform X1
ADCK3,104838152,"chaperone activity of bc1 complex-like, mitochondrial"
CDC42BPA,104838153,serine/threonine-protein kinase MRCK alpha
XDH,104838154,xanthine dehydrogenase/oxidase
EHD3,104838155,EH domain-containing protein 3
CAPN14,104838217,calpain-14
GALNT14,104838156,polypeptide N-acetylgalactosaminyltransferase 14
CAPN13,104838218,calpain-13
LCLAT1,104838157,lysocardiolipin acyltransferase 1
LBH,104838158,protein LBH
LOC104838159,104838159,uncharacterized LOC104838159
LOC104838160,104838160,uncharacterized LOC104838160
YPEL5,104838161,protein yippee-like 5
LOC104838162,104838162,ankyrin repeat domain-containing protein 9-like
ALK,104838219,ALK tyrosine kinase receptor
CLIP4,104838163,CAP-Gly domain-containing linker protein 4
LOC104838164,104838164,uncharacterized protein C2orf71 homolog
FAM179A,104838220,protein FAM179A
WDR43,104838165,WD repeat-containing protein 43
TRMT61B,104838221,"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial"
SPDYA,104838166,speedy protein A
EPCAM,104838222,epithelial cell adhesion molecule
MSH2,104838167,DNA mismatch repair protein Msh2
KCNK12,104838224,potassium channel subfamily K member 12
MSH6,104838225,DNA mismatch repair protein Msh6
FBXO11,104838168,F-box only protein 11 isoform X1
FOXN2,104838170,forkhead box protein N2 isoform X1
PPP1R21,104838171,protein phosphatase 1 regulatory subunit 21 isoform X1
STON1,104838172,stonin-1 isoform X1
GTF2A1L,104838173,TFIIA-alpha and beta-like factor
LHCGR,104838226,lutropin-choriogonadotropic hormone receptor
FSHR,104838174,follicle-stimulating hormone receptor
NRXN1,104838175,neurexin-1-beta isoform X1
TRNAG-CCC,104798256,tRNA-Gly
DTD1,104838227,D-tyrosyl-tRNA(Tyr) deacylase 1
SEC23B,104838176,protein transport protein Sec23B isoform X1
POLR3F,104838177,DNA-directed RNA polymerase III subunit RPC6
DZANK1,104838179,double zinc ribbon and ankyrin repeat-containing protein 1
BIRC5,104838180,baculoviral IAP repeat-containing protein 5
CSRP2BP,104838181,cysteine-rich protein 2-binding protein isoform X1
PET117,104838228,"protein PET117 homolog, mitochondrial"
OVOL2,104838182,transcription factor Ovo-like 2
MGME1,104838183,mitochondrial genome maintenance exonuclease 1 isoform X1
SNX5,104838184,sorting nexin-5 isoform X1
RRBP1,104838185,ribosome-binding protein 1 isoform X1
DSTN,104838186,destrin
LOC104838187,104838187,cystatin-like
SYNDIG1,104838188,synapse differentiation-inducing gene protein 1
CST7,104838189,cystatin-F
APMAP,104838190,adipocyte plasma membrane-associated protein
ACSS1,104838229,"acetyl-coenzyme A synthetase 2-like, mitochondrial"
LOC104838230,104838230,proline-rich protein 2-like
TTBK1,104838191,tau-tubulin kinase 1
SLC22A7,104838192,solute carrier family 22 member 7
TTL,104838193,tubulin--tyrosine ligase
POLR1B,104838194,DNA-directed RNA polymerase I subunit RPA2
PTCRA,104838231,pre T-cell antigen receptor alpha
CNPY3,104838195,protein canopy homolog 3
GNMT,104838232,glycine N-methyltransferase
PEX6,104838233,peroxisome biogenesis factor 6
VSX1,104838235,visual system homeobox 1
ENTPD6,104838196,ectonucleoside triphosphate diphosphohydrolase 6
PYGB,104838197,"glycogen phosphorylase, brain form isoform X1"
ABHD12,104838198,monoacylglycerol lipase ABHD12
LOC104838236,104838236,testis-specific serine/threonine-protein kinase 4-like
PPP2R5D,104838199,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform
MEA1,104838200,male-enhanced antigen 1
KLHDC3,104838201,kelch domain-containing protein 3
RRP36,104838202,ribosomal RNA processing protein 36 homolog
LOC104838203,104838203,transmembrane protein 121-like
LOC104838237,104838237,phosphofurin acidic cluster sorting protein 1-like
LOC104838238,104838238,cullin-9-like
SRF,104838204,serum response factor
PTK7,104838205,inactive tyrosine-protein kinase 7 isoform X1
LOC104838206,104838206,heme-binding protein 1-like
KLC4,104838207,kinesin light chain 4 isoform X1
MRPL2,104838209,"39S ribosomal protein L2, mitochondrial"
LOC104838239,104838239,cullin-9-like
ACHE,104838241,acetylcholinesterase
LOC104838242,104838242,"selenide, water dikinase 2-like"
LOC104838243,104838243,protein lifeguard 3-like
LOC104838245,104838245,olfactory receptor 14A16-like
MREG,104838246,melanoregulin
LOC104838247,104838247,putative methyltransferase DDB_G0268948
LOC104838248,104838248,interferon lambda-3-like
UBE2F,104838249,NEDD8-conjugating enzyme UBE2F isoform X1
RAMP1,104838308,receptor activity-modifying protein 1
RBM44,104838309,LOW QUALITY PROTEIN: RNA-binding protein 44
LRRFIP1,104838250,leucine-rich repeat flightless-interacting protein 1 isoform X1
RAB17,104838310,ras-related protein Rab-17
MLPH,104838251,melanophilin isoform X1
COL6A3,104838253,collagen alpha-3(VI) chain
LOC104838254,104838254,uncharacterized LOC104838254
COPS8,104838255,COP9 signalosome complex subunit 8 isoform X1
LOC104838256,104838256,"uncharacterized LOC104838256, transcript variant X2"
ACKR3,104838257,atypical chemokine receptor 3
IQCA1,104838312,IQ and AAA domain-containing protein 1
ASB18,104838313,ankyrin repeat and SOCS box protein 18
GBX2,104838314,homeobox protein GBX-2
AGAP1,104838258,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 isoform X1"
TRPM8,104838260,transient receptor potential cation channel subfamily M member 8 isoform X1
SPP2,104838261,secreted phosphoprotein 24
ARL4C,104838262,ADP-ribosylation factor-like protein 4C
SH3BP4,104838263,SH3 domain-binding protein 4
LOC104838264,104838264,UDP-glucuronosyltransferase 1-1-like isoform X1
LOC104838315,104838315,UDP-glucuronosyltransferase 1-1-like
LOC104838317,104838317,uncharacterized gene
LOC104838318,104838318,uncharacterized gene
USP40,104838265,ubiquitin carboxyl-terminal hydrolase 40 isoform X1
LOC104838319,104838319,anterior gradient protein 3 homolog
TRAF3IP1,104838267,TRAF3-interacting protein 1 isoform X1
ASB1,104838268,ankyrin repeat and SOCS box protein 1
TWIST2,104838269,twist-related protein 2
LOC104838320,104838320,uncharacterized LOC104838320
HDAC4,104838270,histone deacetylase 4 isoform X1
CBLN2,104838271,cerebellin-2
NETO1,104838321,neuropilin and tolloid-like protein 1
FBXO15,104838322,F-box only protein 15
